"time_id","the_date","the_day","the_month","the_year","day_of_month","week_of_year","month_of_year","quarter","fiscal_period"
"1078","1998-12-13 00:00:00","Sunday","December","1998","13","2","12","Q4",\N
"1079","1998-12-14 00:00:00","Monday","December","1998","14","2","12","Q4",\N
"1080","1998-12-15 00:00:00","Tuesday","December","1998","15","2","12","Q4",\N
"1081","1998-12-16 00:00:00","Wednesday","December","1998","16","2","12","Q4",\N
"1082","1998-12-17 00:00:00","Thursday","December","1998","17","2","12","Q4",\N
"1083","1998-12-18 00:00:00","Friday","December","1998","18","2","12","Q4",\N
"1084","1998-12-19 00:00:00","Saturday","December","1998","19","2","12","Q4",\N
"1085","1998-12-20 00:00:00","Sunday","December","1998","20","3","12","Q4",\N
"1086","1998-12-21 00:00:00","Monday","December","1998","21","3","12","Q4",\N
"1087","1998-12-22 00:00:00","Tuesday","December","1998","22","3","12","Q4",\N
"1088","1998-12-23 00:00:00","Wednesday","December","1998","23","3","12","Q4",\N
"1089","1998-12-24 00:00:00","Thursday","December","1998","24","3","12","Q4",\N
"1090","1998-12-25 00:00:00","Friday","December","1998","25","3","12","Q4",\N
"1091","1998-12-26 00:00:00","Saturday","December","1998","26","3","12","Q4",\N
"1092","1998-12-27 00:00:00","Sunday","December","1998","27","4","12","Q4",\N
"1093","1998-12-28 00:00:00","Monday","December","1998","28","4","12","Q4",\N
"1094","1998-12-29 00:00:00","Tuesday","December","1998","29","4","12","Q4",\N
"1095","1998-12-30 00:00:00","Wednesday","December","1998","30","4","12","Q4",\N
"1096","1998-12-31 00:00:00","Thursday","December","1998","31","4","12","Q4",\N
